"","OverallQual","YearBuilt","FullBath","GarageCars","NHood","MSZone","BType","HStyle","SCond","KQual","ExQual","HQC","X1stFlrSF.log","GrLivArea.log","SalePrice.log"
"269",5,1940,1,1,1,2,3,3,5,2,2,5,6.65672652417839,6.65672652417839,11.6994050319128
"270",6,1976,1,1,2,4,3,3,5,2,2,3,7.01481435127554,7.01481435127554,11.9049675527463
"271",8,2006,2,3,5,5,3,4,6,3,3,4,6.9985096422506,7.56992765524265,12.4912515877638
"272",7,1954,1,2,4,4,3,3,5,2,2,5,7.21744343169653,7.21744343169653,12.3946247520748
"273",8,1999,2,3,6,4,3,4,5,3,3,5,7.05961762829138,7.72753511047545,12.5776362019627
"274",6,1958,2,1,3,4,3,3,5,2,2,4,7.39756153552405,7.39756153552405,11.8422292121128
"275",5,1982,1,1,3,4,3,3,5,2,2,3,6.70441435496411,6.70441435496411,11.7320609948869
"276",7,1925,2,2,2,4,3,2,5,4,3,4,6.85856503479136,7.34471905414967,12.2307652581205
"277",7,2003,2,2,3,4,3,3,5,3,3,5,7.35244110024358,7.35244110024358,12.2110601870412
"278",4,1951,1,2,4,4,3,3,5,2,2,5,6.76157276880406,6.76157276880406,11.8565151693603
"279",9,2006,2,3,6,4,3,3,6,4,4,5,7.65964295456468,7.65964295456468,12.9367516138114
"280",7,1977,2,2,4,4,3,4,5,2,2,5,7.05272104923232,7.61184239958042,12.1652506510099
"281",7,1989,2,2,4,4,3,4,5,3,3,4,7.06902342657826,7.59186171488993,12.3392914893164
"282",6,2006,2,2,5,5,3,3,6,3,3,4,7.14045304310116,7.14045304310116,12.1281111040605
"283",7,2007,2,2,6,4,2,3,5,3,3,5,7.18083119904456,7.18083119904456,12.2428866186529
"284",8,2008,2,3,5,4,3,3,6,3,3,5,7.29165620917446,7.29165620917446,12.4073795022352
"285",6,1992,2,2,4,4,3,3,5,3,3,4,7.36201055125973,7.36201055125973,12.096257779523
"286",7,2006,2,2,5,5,3,4,6,3,3,5,6.4377516497364,7.13089883029635,12.0118809161657
"287",6,1962,1,2,3,4,3,2,5,3,2,3,6.98933526597456,7.45818615734049,11.9766594812024
"288",4,1971,1,0,3,4,3,3,5,2,2,3,6.75460409948796,6.75460409948796,11.3850920934603
"289",5,1967,1,1,3,4,3,3,5,2,2,3,6.80239476332431,6.80239476332431,11.7117763237154
"290",6,1915,1,1,2,4,3,4,5,2,2,5,6.54821910276237,7.24136628332232,11.9419443260321
"291",8,2006,2,2,4,4,3,4,6,3,3,5,6.98378996525813,7.5595594960077,12.3597803701244
"292",5,1912,2,0,3,4,1,4,5,1,2,5,6.84161547647759,7.44775128004791,11.8196746001392
"293",5,1949,1,1,2,4,3,2,5,2,2,4,7.04577657687951,7.44775128004791,11.7829526021833
"294",7,1977,2,2,4,4,3,4,5,3,2,2,7.29165620917446,7.72444664563354,12.3673407931263
"295",6,1953,1,2,3,4,3,3,5,2,2,3,7.40488757561612,7.40488757561612,12.0257490913989
"296",6,1984,1,2,3,4,3,3,5,2,2,3,6.91075078796194,6.91075078796194,11.8670972786908
"297",5,1950,1,1,1,2,3,2,5,2,2,3,6.8134445995109,7.35115822643069,11.9316357998284
"298",7,1997,2,2,5,5,3,4,5,3,3,5,6.88243747099785,7.57558465155779,12.3842188309136
"299",6,1968,1,2,4,4,3,4,5,2,3,4,6.94793706861497,7.46336304552002,12.0725412529057
"300",6,1950,1,1,4,4,3,3,3,3,2,5,7.04925484125584,7.04925484125584,11.9735098722995
"301",5,1953,1,1,4,4,1,3,5,2,2,3,7.19743535409659,7.19743535409659,11.9640010843304
"302",8,1998,2,2,4,4,3,4,5,3,3,5,7.09837563859079,7.8046592970561,12.4950039373824
"303",7,2001,2,3,4,4,3,3,5,3,3,5,7.34018683532012,7.34018683532012,12.2307652581205
"304",5,1972,1,2,4,4,3,3,5,2,2,3,6.79570577517351,6.79570577517351,11.9177236840907
"305",7,1880,3,3,2,2,3,4,5,3,2,5,7.42356844425917,8.15851624480683,12.594730635322
"306",8,2004,2,3,4,4,3,3,5,3,3,5,7.60090245954208,7.60090245954208,12.631013530139
"307",7,1990,2,3,4,4,3,4,5,3,3,4,7.02286808608264,7.71556953452021,12.3238556811866
"308",6,1920,1,0,1,2,3,2,5,1,2,3,6.94215670569947,7.24850407237061,11.4019939042629
"309",4,1940,1,2,2,4,3,3,5,2,2,5,6.75809450442773,6.75809450442773,11.3205535723228
"310",9,2003,2,3,6,4,3,3,5,4,3,5,7.57250298502038,7.57250298502038,12.7938593104323
"311",6,1993,2,2,4,4,3,4,5,3,2,4,6.54678541076052,7.31388683163346,12.0173305209333
"312",6,1948,1,1,3,4,3,3,5,2,2,5,6.87935580446044,6.87935580446044,11.7905572015685
"313",5,1939,1,2,2,2,1,2,5,2,2,3,6.67582322163485,7.01929665371504,11.6944133410156
"314",7,1965,2,2,5,4,3,3,5,2,2,3,7.61874237767041,7.61874237767041,12.8346813049525
"315",7,1925,1,2,2,2,3,4,5,4,2,5,6.72383244082121,7.40306109109009,12.0895388292742
"316",7,2004,2,2,4,4,3,4,5,3,3,5,6.57368016696065,7.26682734752059,12.1468532858702
"317",7,1980,2,2,4,4,3,4,5,4,3,3,7.05012252026906,7.76344638872736,12.4684369099977
"318",8,2006,2,3,5,5,3,4,5,3,3,5,6.99209642741589,7.58018941794454,12.5061772379805
"319",7,1993,2,3,6,4,3,4,5,3,3,5,7.22402480828583,7.8808043446749,12.4684369099977
"320",7,1980,2,2,4,4,3,3,5,2,2,3,7.29437729928882,7.29437729928882,12.1415341243926
"321",9,2006,3,3,6,4,3,4,6,3,2,5,7.13009851012558,7.86172707782398,12.7444443677961
"322",8,2004,2,3,6,4,3,4,5,3,3,5,7.0352685992811,7.81116338502528,12.7770521921159
"323",7,1986,2,2,4,4,3,4,5,3,3,5,7.34794382314869,7.91205688817901,12.614865543731
"324",3,1955,1,1,2,2,3,3,5,2,2,5,7.05875815251866,7.05875815251866,11.7454251112085
"325",7,1967,2,2,3,4,3,3,5,3,3,5,7.54855597916987,7.99900721324395,12.3966930051388
"326",5,1941,1,2,1,2,3,1,5,2,2,1,6.68835471394676,6.68835471394676,11.3736633976367
"327",8,1993,1,2,5,4,3,3,5,3,3,5,7.44949800538285,7.44949800538285,12.6884987947745
"328",6,1960,1,1,3,4,3,3,5,2,2,3,7.23201033166476,7.23201033166476,11.8862116747142
"329",6,1916,2,2,2,4,3,2,5,3,2,4,7.27586460054653,7.6657534318617,12.2760650173502
"330",5,1920,1,1,1,2,3,4,5,2,2,3,6.39024066706535,7.0833878476253,11.2644641056717
"331",5,1964,2,1,3,4,2,3,5,2,2,3,7.454719949364,7.454719949364,11.6868787720937
"332",5,1958,1,1,3,4,3,3,5,2,2,2,6.96224346426621,6.96224346426621,11.8422292121128
"333",8,2003,2,3,6,4,3,3,5,3,3,5,7.39572160860205,7.39572160860205,12.5567295171433
"334",7,2004,2,2,6,2,3,3,5,3,3,5,7.21376830811864,7.21376830811864,12.2404740722475
"335",6,1998,2,2,4,4,3,4,5,2,2,4,6.84906628263346,7.40123126441302,12.1652506510099
"336",5,1965,2,2,5,4,1,2,5,2,2,5,7.38956395367764,7.48773376143644,12.3412589180852
"337",9,2005,2,3,6,4,3,3,5,3,3,5,7.56112158953024,7.56112158953024,12.8411298019654
"338",7,2002,2,2,4,4,3,3,5,3,3,5,7.33693691370762,7.33693691370762,12.273731294004
"339",7,1984,2,2,4,4,3,3,5,3,3,5,7.39079852173568,7.39079852173568,12.2184951655287
"340",6,1958,1,1,3,4,3,3,5,2,2,3,7.10249935577465,7.10249935577465,11.9511803959014
"341",8,2002,2,2,5,4,3,4,5,3,3,5,6.90073066404517,7.55381085200823,12.2204685258139
"342",4,1950,1,1,4,3,3,3,5,2,1,4,6.73459165997295,6.73459165997295,11.3144745262464
"343",3,1949,2,2,3,4,2,3,5,2,2,2,6.94697599213542,6.94697599213542,11.3793940723457
"344",9,2005,2,2,6,4,3,3,5,4,4,5,7.42892719480227,7.42892719480227,12.4912515877638
"345",5,1976,1,1,1,2,3,4,5,2,2,3,6.2841341610708,7.01391547481053,11.3504065354725
"346",6,1939,1,1,2,4,3,2,5,1,2,4,6.87935580446044,7.36327958696304,11.8508252535826
"347",6,1960,1,1,3,4,3,3,5,2,2,3,6.86484777797086,6.86484777797086,11.9283409039316
"348",6,1960,2,2,3,4,3,3,5,2,2,5,7.29844510150815,7.29844510150815,11.9671807372478
"349",7,2003,2,2,6,4,2,4,5,3,3,5,6.63856778916652,7.39387829010776,11.9447078813958
"350",9,2005,2,3,6,4,3,4,6,4,4,5,7.52185925220163,7.91132401896335,12.9880408147445
"351",9,2007,2,2,6,4,3,3,6,4,4,5,7.53315880745556,7.53315880745556,12.6699984672658
"352",7,1986,1,2,4,4,3,3,5,3,2,4,7.28138566357028,7.28138566357028,12.1547793511426
"353",5,1941,1,1,2,4,3,2,5,2,2,3,6.42324696353352,7.01301578963963,11.4616321705827
"354",6,1928,1,2,2,2,3,3,5,2,2,4,6.5792512120101,6.5792512120101,11.5702505315895
"355",6,1940,1,1,3,4,3,2,5,2,2,5,7.0833878476253,7.37462901521894,11.8493977015914
"356",6,1995,2,2,4,4,3,3,5,3,3,5,7.09007683577609,7.09007683577609,12.0867258878976
"357",6,1992,2,2,4,4,3,3,5,3,2,4,7.06219163228656,7.06219163228656,12.0610468734799
"358",5,1976,1,2,1,2,3,3,5,2,2,3,7.04053639021596,7.04053639021596,11.805595078933
"359",5,1958,1,1,4,4,3,3,5,3,2,5,7.20934025660291,7.20934025660291,11.7752897294377
"360",8,1998,2,2,6,4,3,4,5,3,3,5,6.99025650049388,7.56216163122565,12.5425448821514
"361",6,1978,1,2,3,4,3,2,5,2,2,5,6.81563999007433,6.81563999007433,11.9576112862317
"362",5,1940,1,1,2,4,3,2,5,2,2,4,6.89568269774787,7.31654817718298,11.8844890214027
"363",7,2003,3,2,2,4,3,2,5,3,3,5,6.20455776256869,7.56112158953024,12.1985443791094
"364",6,1972,1,1,1,2,2,4,5,3,2,4,6.18001665365257,6.89467003943348,11.6784399034478
"365",6,1976,2,2,4,4,3,4,5,2,2,3,6.67203294546107,7.36137542897735,12.1547793511426
"366",5,1920,1,1,1,2,3,4,5,2,2,4,6.51025834052315,7.20340552108309,11.8981878657609
"367",6,1963,1,2,3,4,3,3,5,2,2,4,7.23993259132047,7.23993259132047,11.9766594812024
"368",6,1962,1,1,3,4,3,3,5,2,2,4,7.26612877955645,7.26612877955645,12.0137007528827
"369",5,1954,1,1,3,4,3,3,5,2,2,4,7.14519613499717,7.14519613499717,11.7905572015685
"370",5,1959,1,2,3,4,3,3,5,3,2,5,7.16006920759613,7.16006920759613,11.9953516142145
"371",6,2000,2,2,4,4,3,4,5,2,2,5,6.8596149036542,7.41697962138115,12.0575726372117
"372",4,1959,2,2,4,4,3,2,5,2,2,3,7.02108396428914,7.37023064180708,11.8088137739691
"373",6,1984,1,1,4,4,3,3,5,2,2,3,6.62273632394984,6.62273632394984,11.7360690162844
"374",5,1953,1,1,3,4,3,3,5,2,2,3,7.18462915271731,7.18462915271731,11.7199396343546
"375",7,2003,2,2,4,4,3,4,5,3,3,5,6.74170069465205,7.56423847517049,12.2991075114974
"377",5,1996,1,2,4,4,3,2,5,2,3,5,6.81783057145415,6.81783057145415,11.9049675527463
"378",8,2004,3,2,5,5,3,4,5,3,3,5,7.36518012602101,7.81035268372429,12.7367008965923
"379",9,2010,1,3,6,4,3,3,6,4,3,5,7.52617891334615,7.52617891334615,12.8852020343219
"380",6,2000,2,2,4,4,3,4,5,2,2,5,6.91473089271856,7.49554194388426,12.0951410848229
"381",5,1924,2,1,3,4,3,2,5,3,2,3,6.93342302573071,7.43307534889858,11.7519423654407
"382",7,2006,2,2,5,5,3,3,6,3,3,5,7.1708884785125,7.1708884785125,12.1428665696264
"383",7,2006,2,2,4,4,3,4,5,3,3,5,6.84481547920826,7.49387388678356,12.2713921116508
"384",6,1928,1,2,4,3,3,1,5,2,2,3,6.66440902035041,6.66440902035041,11.2384886192685
"385",6,1992,2,2,4,4,3,4,5,3,3,5,6.98378996525813,7.57712193087668,12.3883942023241
"386",8,2004,2,2,4,4,3,3,5,3,3,5,7.14598446771439,7.14598446771439,12.1652506510099
"387",5,1910,1,0,2,4,3,2,1,2,2,3,6.48920493132532,7.07665381544395,11.3022044336546
"388",6,1976,1,1,2,4,3,3,5,2,2,5,7.02553831463852,7.02553831463852,11.7360690162844
"389",7,1999,2,2,4,4,3,3,5,3,3,5,7.2991214627108,7.2991214627108,12.1600287070288
"390",10,2007,2,3,6,4,3,4,6,4,4,5,7.46278915741245,7.75448154747038,12.9621946252515
"391",5,1900,1,1,2,4,3,2,5,2,2,5,6.86797440897029,7.22037383672395,11.6868787720937
"392",6,2001,2,2,3,4,3,4,5,3,2,5,6.68959926917897,7.58120982619635,12.2783933071098
"393",5,1959,1,1,3,4,3,3,5,2,2,3,6.78219205600679,6.78219205600679,11.5759002641316
"394",4,1941,1,0,2,4,3,3,5,2,2,3,6.66949808985788,6.66949808985788,11.5129254649702
"395",5,1940,1,1,2,4,3,2,5,2,2,4,6.59987049921284,6.94119005506837,11.5991031612113
"396",5,1956,1,1,2,4,3,3,5,2,2,3,7.04228617193974,7.04228617193974,11.7675676833438
"397",5,1972,1,2,4,4,3,3,5,2,2,3,6.79570577517351,6.79570577517351,11.7199396343546
"398",5,1962,2,1,3,4,3,4,5,2,2,3,6.77536609093639,7.50218648660292,12.0406082058026
"399",5,1920,1,1,1,2,3,3,5,2,2,4,6.98193467715639,6.98193467715639,11.1124478983731
"400",7,2006,2,2,5,5,3,4,5,3,3,5,7.01391547481053,7.34601020991329,12.3925522124728
"401",8,1996,1,2,5,4,3,3,5,4,3,5,7.1608459066643,7.1608459066643,12.4110522262167
"402",7,2005,2,2,4,4,3,3,6,3,3,5,7.1777824161952,7.1777824161952,12.0136401449855
"403",5,1940,1,1,3,4,3,3,5,2,2,5,6.51025834052315,6.51025834052315,11.5898865061064
"404",8,1998,2,2,6,4,3,4,5,3,3,4,7.0604763659998,7.72444664563354,12.4607148639038
"405",6,1995,2,2,4,4,3,4,5,2,2,4,6.69208374250663,7.36010397298915,12.0317192583854
"406",4,1976,2,2,3,4,3,3,5,2,2,5,7.39018142822643,7.39018142822643,11.9183905730784
"407",6,1936,1,1,3,4,3,2,5,2,2,5,7.06133436691044,7.40184157874383,11.6526874073454
"408",6,1915,2,1,4,4,3,4,5,2,2,5,6.73340189183736,7.4265490723973,12.083905011556
"409",7,2006,2,3,6,4,3,4,6,3,3,5,6.97634807044775,7.68340368105383,12.5425448821514
"410",8,2007,2,3,5,5,3,4,6,4,3,5,6.95654544315157,7.63916117165917,12.7359653320134
"411",5,1958,1,1,2,4,3,3,5,2,2,3,7.15148546390474,7.15148546390474,11.0020998412042
"412",5,1955,1,2,4,4,1,3,5,2,2,3,6.96224346426621,6.96224346426621,11.8844890214027
"413",7,2009,2,2,5,5,3,3,6,3,4,5,7.29844510150815,7.29844510150815,12.3104326608544
"414",5,1927,1,2,2,2,3,3,5,2,2,4,6.93537044601511,6.93537044601511,11.6526874073454
"415",7,1993,2,3,4,4,3,4,5,3,3,5,6.98471632011827,7.64826303090192,12.3371009079366
"416",7,2007,2,2,4,4,3,3,6,3,3,5,7.20042489294496,7.20042489294496,12.1069923678295
"417",6,1978,1,2,3,4,3,4,5,2,2,3,6.51025834052315,7.24422751560335,11.9150516718129
"418",6,1918,2,3,4,4,3,4,5,2,2,3,7.22256601882217,7.87245515006398,12.3842188309136
"419",5,1940,1,1,2,4,3,2,1,2,2,2,6.62804137617953,7.0335064842877,11.7440371859336
"420",5,1968,1,1,3,4,3,3,5,2,2,5,6.96224346426621,6.96224346426621,11.8635823365834
"421",7,1997,2,4,3,2,2,2,4,2,2,5,7.20340552108309,7.20340552108309,12.2370866990593
"422",6,1977,2,2,4,4,3,3,5,3,3,4,7.3790081276283,7.3790081276283,12.2783933071098
"423",5,1954,1,2,3,4,3,3,5,2,2,5,6.89568269774787,6.89568269774787,11.6351430976945
"424",8,1998,2,3,6,4,3,4,5,3,3,4,7.29301767977278,7.87473912517181,12.6603279178078
"425",6,1956,1,1,3,4,3,3,5,2,2,4,7.08673793451058,7.08673793451058,11.8422292121128
"426",7,1946,1,1,2,2,3,4,5,2,2,4,6.56103066589657,7.23633934275434,11.8130300574206
"427",7,1989,2,2,4,4,3,3,5,3,3,4,7.40488757561612,7.40488757561612,12.5245263766487
"428",4,1957,1,1,3,4,3,3,5,2,2,5,6.81014245011514,6.81014245011514,11.5991765530135
"429",7,2007,2,2,4,4,3,3,6,3,3,5,7.09672137849476,7.09672137849476,12.1828040185908
"430",6,1988,2,2,5,4,3,3,5,3,2,3,7.25276241805319,7.25276241805319,12.0725412529057
"431",6,1971,1,1,1,2,2,4,5,2,2,3,6.18001665365257,6.89467003943348,11.3551013797767
"432",6,1920,1,0,2,2,3,2,5,2,2,4,6.99209642741589,7.08840877867539,11.2885311317544
"433",5,1971,1,2,1,2,3,4,5,2,2,5,6.63987583382654,7.21890970761906,11.7158663089669
"434",6,1997,2,2,4,4,3,4,5,2,2,5,6.83087423464618,7.38025578842646,12.106252310248
"435",4,1972,1,0,1,2,2,2,5,2,2,4,6.44571981938558,6.44571981938558,11.3022044336546
"436",7,1996,2,2,4,4,3,4,5,3,3,5,6.71780469502369,7.41517510961329,12.2643415536542
"437",6,1920,1,2,2,2,3,2,5,2,2,3,6.59850902861452,7.01929665371504,11.6613454700885
"438",6,1926,1,1,2,2,3,1,5,2,3,4,6.80682936039218,6.80682936039218,11.6868787720937
"439",5,1913,1,1,4,4,3,3,5,3,2,3,6.5424719605068,6.5424719605068,11.4114462960204
"440",6,1920,1,2,2,4,3,2,5,3,2,4,6.52795791762255,7.08673793451058,11.6082356447746
"441",10,2008,2,3,6,4,3,3,5,4,4,5,7.78405700263993,7.78405700263993,13.2267233927286
"442",4,1955,2,0,2,4,2,3,5,1,2,3,7.27239839257005,7.27239839257005,11.6784399034478
"443",5,1930,2,2,2,2,3,2,5,2,2,3,7.028201432058,7.36073990305828,12.0008917945901
"444",7,2006,2,3,4,4,3,3,6,3,3,5,7.13727843726039,7.13727843726039,12.0581525154536
"445",7,1994,2,2,4,4,3,4,5,3,3,5,6.83840520084734,7.55381085200823,12.2548628096996
"446",6,1956,1,2,2,4,3,3,5,2,2,2,7.4318919168078,7.4318919168078,11.7558716435806
"447",6,1966,2,2,3,4,3,3,5,3,3,5,7.54327334670545,7.54327334670545,12.1547793511426
"448",7,1998,2,2,4,4,3,4,5,3,3,4,6.8627579130514,7.5422134631934,12.2055725204885
"449",6,1937,2,1,1,2,3,2,5,2,2,3,6.65929391968364,7.22693601849329,11.6910716503537
"450",3,1948,1,1,2,2,3,2,5,2,2,5,6.5206211275587,7.07580886397839,11.6952470217642
"451",6,1930,1,1,2,2,3,3,5,3,2,5,6.70073110954781,6.70073110954781,11.6082356447746
"452",7,1975,2,2,4,4,3,3,5,3,2,3,7.33498187887181,7.33498187887181,12.5425448821514
"453",6,1996,2,2,5,4,3,4,5,2,3,5,6.78897174299217,7.47079377419506,12.2258752728264
"454",8,2008,2,2,5,5,3,4,5,3,3,5,6.66695679242921,7.37148929521428,12.2548628096996
"455",5,1976,2,2,3,4,2,3,3,2,2,3,7.454719949364,7.454719949364,12.1441972418121
"456",7,1973,1,2,4,4,3,3,5,2,2,2,7.12447826249342,7.12447826249342,12.0753943218881
"457",5,1916,1,3,2,2,3,4,5,2,2,2,6.43615036836943,7.20340552108309,11.4927227576527
"458",4,1954,1,2,4,4,3,3,5,3,2,5,7.41637847919293,7.41637847919293,12.4529327234617
"459",8,1925,1,1,2,2,3,4,5,3,2,2,6.72503364216684,7.41818082272679,11.9891596439666
"460",5,1950,1,1,2,4,3,2,5,3,2,3,6.88653164253051,7.09257371597468,11.6082356447746
"461",8,2009,2,2,5,5,3,4,6,2,3,5,6.72383244082121,7.56786260546388,12.4815619372163
"462",7,1936,1,2,3,4,3,4,5,3,3,5,6.35437004079735,7.0343879299155,11.9511803959014
"463",5,1965,1,1,3,4,3,3,5,2,2,4,6.76157276880406,6.76157276880406,11.0410480813427
"464",6,1934,1,1,4,4,3,4,5,2,2,2,6.74405918631135,7.41457288135059,12.1479137313566
"465",5,1978,2,0,4,4,3,3,5,2,2,3,6.94697599213542,6.94697599213542,11.7280368445872
"466",7,2004,2,2,4,2,3,3,5,3,3,5,7.25417784645652,7.25417784645652,12.0936875149354
"467",7,1970,1,2,3,4,3,3,5,2,2,3,7.15226885603254,7.15226885603254,12.0257490913989
"468",5,1942,1,1,3,4,3,4,5,3,2,5,6.78897174299217,7.40488757561612,11.8947807074393
"469",8,2006,2,3,6,4,3,3,5,3,3,5,7.39878627541995,7.39878627541995,12.4292161968444
"470",6,1993,2,2,4,4,3,4,5,3,3,5,6.72383244082121,7.44424864949671,12.1388638958367
"471",8,1985,1,2,6,4,3,3,5,3,3,3,7.31455283232408,7.31455283232408,12.2643415536542
"472",7,1977,2,2,4,4,3,4,5,2,2,3,7.05703698169789,7.58528107863913,12.1547793511426
"473",6,2005,1,2,2,2,3,3,5,2,2,5,6.97728134163075,6.97728134163075,11.9049675527463
"474",8,2006,2,3,6,4,3,3,6,3,3,5,7.58882987830781,7.58882987830781,12.9945300058944
"475",8,2000,2,2,6,4,3,3,5,4,3,5,7.40974195408092,7.40974195408092,12.4332082181139
"476",5,1963,1,2,3,4,3,3,5,2,2,3,6.87729607149743,6.87729607149743,11.7943379244084
"477",6,1997,2,2,4,4,3,3,5,3,2,5,7.30854279753919,7.30854279753919,12.2496109475447
"478",9,2006,2,3,6,4,3,4,5,4,4,5,7.63482067774554,7.87966991460429,12.8479265317026
"479",8,2007,2,3,4,4,3,3,5,3,3,5,7.4489161025442,7.4489161025442,12.6014874177848
"480",4,1937,1,2,2,2,3,3,4,2,2,3,7.03085747611612,7.03085747611612,11.40166982941
"481",9,2004,2,3,6,4,3,3,5,3,3,5,7.52294091807237,7.52294091807237,12.6946526603488
"482",9,2003,2,3,6,4,3,3,5,4,3,5,7.49108759353488,7.49108759353488,12.8320110763967
"483",7,1915,1,1,2,2,3,4,5,4,3,5,6.82001636467413,7.50988306115491,11.9511803959014
"484",6,1998,2,2,3,2,2,3,5,2,2,5,7.10332206252611,7.10332206252611,12.0076217068063
"485",5,1962,1,1,3,4,3,3,5,3,2,4,6.90675477864855,6.90675477864855,11.7943379244084
"486",5,1950,1,1,3,4,3,3,5,3,3,4,7.01481435127554,7.01481435127554,11.8981878657609
"487",5,1965,1,2,3,4,3,3,5,2,2,3,6.9782137426307,6.9782137426307,11.9576112862317
"488",5,1971,2,2,4,4,3,3,5,2,2,4,7.30249642372733,7.30249642372733,12.0725412529057
"489",5,1900,2,2,2,4,1,2,5,2,2,3,7.47647238116391,7.78904040165748,11.982929094216
"490",4,1970,1,1,1,2,2,2,5,3,2,3,6.44571981938558,6.44571981938558,11.3621025752356
"491",5,1976,1,1,1,2,3,4,5,2,2,3,6.42324696353352,7.1731917424866,11.6526874073454
"492",6,1941,1,1,3,4,3,2,5,1,2,3,6.86484777797086,7.36391350140582,11.7981044072039
"493",6,2006,2,2,4,4,3,4,6,2,3,4,6.59030104819669,7.28344822875663,12.0598033260287
"494",5,1960,1,1,3,4,3,3,5,2,2,3,7.14598446771439,7.14598446771439,11.9511803959014
"495",5,1938,1,1,2,2,3,3,5,2,2,4,6.78671695060508,6.78671695060508,11.4219060665831
"496",4,1920,1,0,1,1,3,3,5,2,2,3,6.5792512120101,6.5792512120101,10.4602421081905
"497",8,1992,3,2,6,4,3,3,5,3,3,5,8.07961802938984,8.07961802938984,12.9715404876697
"498",7,1925,2,1,2,4,3,2,5,2,2,5,7.03262426102801,7.50659178007084,12.1226910365911
"499",5,1967,1,1,3,4,3,3,5,3,2,5,6.80128303447162,6.80128303447162,11.7752897294377
"500",5,1958,1,1,3,4,3,3,5,2,2,2,6.81563999007433,6.81563999007433,11.6952470217642
"501",6,1973,1,1,1,2,2,4,5,2,2,3,6.51025834052315,7.10496544826984,11.6351430976945
"502",7,2005,2,2,5,5,3,4,5,3,3,4,6.76388490856244,7.47760424319759,12.3313828364956
"503",5,1965,1,2,2,4,3,3,5,2,2,5,7.10167597161944,7.10167597161944,11.8493977015914
"504",7,1959,2,2,4,4,3,3,5,2,2,3,7.49609734517596,7.49609734517596,12.5741819670946
"505",6,1974,2,2,3,4,3,4,5,2,2,3,6.75110146893676,7.18690102041163,11.8981878657609
"506",5,1952,2,2,2,2,2,4,5,2,2,4,6.86693328446188,7.58069975222456,11.7320609948869
"507",8,1993,2,2,4,4,3,4,5,3,3,5,6.97073007814353,7.55538194424027,12.2783933071098
"508",6,2009,2,2,5,5,3,3,6,3,3,5,7.10496544826984,7.10496544826984,12.2467346272491
"509",7,1928,2,2,2,2,3,4,5,3,2,5,6.53524127101366,7.2283884515736,11.9891596439666
"510",5,1959,1,1,3,4,3,3,5,2,2,5,6.94793706861497,6.94793706861497,11.7320609948869
"511",5,1951,1,1,3,4,3,3,5,2,3,5,7.21744343169653,7.21744343169653,12.0130945085477
"512",7,2005,2,2,6,4,3,3,6,3,3,5,7.2211050981825,7.2211050981825,12.2193096485622
"513",5,1958,1,2,3,4,3,3,5,2,2,3,6.76157276880406,6.76157276880406,11.7745202026587
"514",6,1983,1,2,3,4,3,3,5,2,2,3,6.98471632011827,6.98471632011827,11.805595078933
"515",5,1926,1,1,4,4,3,1,5,2,2,2,6.67076632084587,6.67076632084587,11.4772982873271
"516",10,2009,2,3,6,4,3,3,6,4,4,5,7.61085279039525,7.61085279039525,12.9063468682812
"517",6,1972,2,2,4,4,3,3,5,2,2,3,7.2283884515736,7.6586995582683,11.9703503120091
"518",7,1996,2,3,6,4,3,4,5,3,3,5,7.15226885603254,7.7596141506969,12.4874851049684
"519",6,1998,2,2,4,4,3,4,5,2,2,5,6.78219205600679,7.49331724886215,12.2596134124582
"520",7,1926,1,1,4,4,3,4,5,3,3,5,7.15148546390474,7.64012317269536,12.3630763943398
"521",4,1900,2,0,2,4,1,4,5,2,2,3,6.5424719605068,7.16549347506085,11.5735500867867
"522",6,1957,1,1,3,4,3,3,5,2,2,5,7.12608727329912,7.12608727329912,11.9183905730784
"523",6,1947,2,2,2,2,3,2,5,2,2,5,6.91174730025167,7.41697962138115,11.9766594812024
"525",7,1996,2,3,6,4,3,4,5,3,3,5,7.23201033166476,7.78239033558746,12.6627060402127
"526",7,2005,2,2,5,5,3,3,5,3,3,5,7.14361760270412,7.14361760270412,12.0782392740203
"527",5,1956,1,1,3,4,3,3,5,2,2,3,6.8330317327862,6.8330317327862,11.7905572015685
"528",9,2008,2,3,6,4,3,4,6,4,4,5,7.29709100516042,7.90581031265893,13.0086592616321
"529",4,1920,1,0,2,4,3,3,5,2,2,5,6.40522845803084,6.40522845803084,11.3621025752356
"530",6,1957,3,2,4,4,3,3,4,2,3,3,7.83002808253384,7.83002808253384,12.2091877884303
"531",6,1988,2,2,5,4,3,3,5,3,3,5,7.31920245876785,7.31920245876785,12.0725412529057
"532",6,1920,2,2,2,2,3,4,5,2,2,5,6.62140565176413,7.21670948670946,11.7597855429018
"533",5,1955,1,1,3,4,3,3,5,2,2,5,6.71780469502369,6.71780469502369,11.5852461265499
"534",1,1946,1,0,2,4,3,3,5,1,1,2,5.8111409929767,5.8111409929767,10.5789797978574
"535",8,2004,2,2,4,4,3,4,5,3,3,5,6.56103066589657,7.25417784645652,12.0895388292742
"536",5,1910,1,0,2,4,1,4,5,2,2,3,6.7093043402583,7.20563517641036,11.5852461265499
"537",7,1998,2,2,4,4,3,4,5,3,2,5,6.77992190747225,7.45240245122364,12.1441972418121
